# Agri-Monitor v5 data log
# study_id: TST1234
# operator: DAKS
# crop: Eng. Cucumber
# location: V
# planting: 2026-06-08
epoch_unix,uptime_ms,slot,plot_id,treatment,replicate,block,depth_cm,temp_c_x10,moist_pct_x10,moist_calib_x10,rssi_neg,flags,seq,temp_alert,moist_alert,sleep_interval_s
1781012750,9213792,2,P2,1,1,1,20,290,219,219,83,0,17389,,,300
1781013050,9514086,2,P2,1,1,1,20,290,219,219,80,0,17390,,,300
1781013351,9814358,2,P2,1,1,1,20,290,219,219,80,0,17391,,,300
1781013951,10415199,2,P2,1,1,1,20,290,219,219,81,0,17393,,,300
1781014252,10715623,2,P2,1,1,1,20,291,219,219,82,0,17394,,,300
1781014552,11015898,2,P2,1,1,1,20,291,219,219,79,0,17395,,,300
1781014853,11316361,2,P2,1,1,1,20,291,219,219,81,0,17396,,,300
1781015109,11572627,3,p3,1,1,1,20,294,243,243,84,0,17199,,,300
1781015134,11597530,1,P1,0,1,1,20,296,268,268,83,0,9549,,,300
1781015153,11616636,2,P2,1,1,1,20,291,219,219,82,0,17397,,,300
1781015434,11897806,1,P1,0,1,1,20,297,268,268,82,0,9550,,,300
1781015453,11916910,2,P2,1,1,1,20,291,219,219,81,0,17398,,,300
1781016035,12498763,1,P1,0,1,1,20,297,268,268,82,0,9552,,,300
1781016054,12517688,2,P2,1,1,1,20,291,219,219,81,0,17400,,,300
1781016354,12817962,2,P2,1,1,1,20,292,219,219,82,0,17401,,,300
1781016654,13118240,2,P2,1,1,1,20,292,219,219,80,0,17402,,,300
1781016955,13418511,2,P2,1,1,1,20,292,219,219,79,0,17403,,,300
1781017255,13718837,2,P2,1,1,1,20,292,219,219,79,0,17404,,,300
1781017537,14001072,1,P1,0,1,1,20,298,268,268,84,0,9557,,,300
1781017555,14019111,2,P2,1,1,1,20,292,220,220,79,0,17405,,,300
1781017838,14301428,1,P1,0,1,1,20,299,267,267,84,0,9558,,,300
1781018156,14619888,2,P2,1,1,1,20,293,219,219,80,0,17407,,,300
1781018438,14902209,1,P1,0,1,1,20,300,267,267,82,0,9560,,,300
1781018456,14920163,2,P2,1,1,1,20,293,219,219,82,0,17408,,,300
1781018739,15202633,1,P1,0,1,1,20,300,267,267,80,0,9561,,,300
1781018757,15220437,2,P2,1,1,1,20,293,219,219,82,0,17409,,,300
1781019039,15502905,1,P1,0,1,1,20,300,267,267,84,0,9562,,,300
1781019057,15520884,2,P2,1,1,1,20,293,219,219,80,0,17410,,,300
1781019339,15803181,1,P1,0,1,1,20,301,267,267,82,0,9563,,,300
1781019357,15821157,2,P2,1,1,1,20,293,219,219,80,0,17411,,,300
1781019640,16103458,1,P1,0,1,1,20,301,267,267,82,0,9564,,,300
1781019658,16121432,2,P2,1,1,1,20,294,219,219,77,0,17412,,,300
1781019940,16403737,1,P1,0,1,1,20,301,267,267,82,0,9565,,,300
1781020240,16704019,1,P1,0,1,1,20,302,267,267,82,0,9566,,,300
1781020258,16722211,2,P2,1,1,1,20,294,219,219,80,0,17414,,,300
1781020541,17004293,1,P1,0,1,1,20,302,267,267,83,0,9567,,,300
1781020559,17022486,2,P2,1,1,1,20,294,219,219,81,0,17415,,,300
1781020841,17304569,1,P1,0,1,1,20,303,267,267,81,0,9568,,,300
1781020859,17322790,2,P2,1,1,1,20,294,219,219,82,0,17416,,,300
1781021141,17604943,1,P1,0,1,1,20,303,267,267,81,0,9569,,,300
1781021159,17623066,2,P2,1,1,1,20,295,219,219,79,0,17417,,,300
1781021442,17905407,1,P1,0,1,1,20,303,267,267,86,0,9570,,,300
1781021460,17923338,2,P2,1,1,1,20,295,219,219,80,0,17418,,,300
1781021742,18205689,1,P1,0,1,1,20,304,267,267,82,0,9571,,,300
1781021760,18223613,2,P2,1,1,1,20,295,220,220,79,0,17419,,,300
1781022042,18505974,1,P1,0,1,1,20,304,267,267,82,0,9572,,,300
1781022060,18523887,2,P2,1,1,1,20,295,219,219,81,0,17420,,,300
1781022342,18806255,1,P1,0,1,1,20,304,267,267,83,0,9573,,,300
1781022360,18824160,2,P2,1,1,1,20,296,220,220,80,0,17421,,,300
1781022643,19106533,1,P1,0,1,1,20,305,267,267,82,0,9574,,,300
1781022661,19124504,2,P2,1,1,1,20,296,220,220,83,0,17422,,,300
1781022943,19406814,1,P1,0,1,1,20,305,267,267,84,0,9575,,,300
1781022961,19424838,2,P2,1,1,1,20,296,220,220,82,0,17423,,,300
1781023243,19707088,1,P1,0,1,1,20,305,267,267,81,0,9576,,,300
1781023261,19725116,2,P2,1,1,1,20,296,220,220,77,0,17424,,,300
1781023544,20007364,1,P1,0,1,1,20,306,267,267,82,0,9577,,,300
1781023562,20025387,2,P2,1,1,1,20,296,220,220,82,0,17425,,,300
1781023862,20325734,2,P2,1,1,1,20,297,220,220,82,0,17426,,,300
1781024144,20608148,1,P1,0,1,1,20,307,267,267,82,0,9579,,,300
1781024463,20926510,2,P2,1,1,1,20,297,220,220,82,0,17428,,,300
1781024745,21208937,1,P1,0,1,1,20,308,267,267,85,0,9581,,,300
1781024763,21226875,2,P2,1,1,1,20,297,220,220,81,0,17429,,,300
1781025045,21509212,1,P1,0,1,1,20,308,267,267,83,0,9582,,,300
1781025063,21527209,2,P2,1,1,1,20,297,220,220,81,0,17430,,,300
1781025346,21809539,1,P1,0,1,1,20,309,267,267,82,0,9583,,,300
1781025364,21827556,2,P2,1,1,1,20,298,220,220,81,0,17431,,,300
1781025646,22109957,1,P1,0,1,1,20,310,267,267,85,0,9584,,,300
1781025664,22127831,2,P2,1,1,1,20,298,220,220,80,0,17432,,,300
1781025946,22410236,1,P1,0,1,1,20,310,267,267,83,0,9585,,,300
1781025964,22428105,2,P2,1,1,1,20,298,220,220,81,0,17433,,,300
1781026247,22710514,1,P1,0,1,1,20,310,267,267,82,0,9586,,,300
1781026565,23028882,2,P2,1,1,1,20,299,220,220,80,0,17435,,,300
1781026848,23311342,1,P1,0,1,1,20,311,266,266,83,0,9588,,,300
1781026865,23329156,2,P2,1,1,1,20,299,220,220,82,0,17436,,,300
1781027148,23611618,1,P1,0,1,1,20,312,267,267,82,0,9589,,,300
1781027166,23629490,2,P2,1,1,1,20,299,220,220,82,0,17437,,,300
1781027448,23911945,1,P1,0,1,1,20,312,267,267,81,0,9590,,,300
1781027466,23929866,2,P2,1,1,1,20,299,220,220,80,0,17438,,,300
1781027748,24212217,1,P1,0,1,1,20,312,266,266,82,0,9591,,,300
1781027767,24230334,2,P2,1,1,1,20,299,220,220,79,0,17439,,,300
1781028049,24512497,1,P1,0,1,1,20,313,267,267,84,0,9592,,,300
1781028067,24530604,2,P2,1,1,1,20,300,220,220,80,0,17440,,,300
1781028349,24812780,1,P1,0,1,1,20,314,266,266,82,0,9593,,,300
1781028668,25131383,2,P2,1,1,1,20,301,220,220,83,0,17442,,,300
1781028950,25413559,1,P1,0,1,1,20,314,266,266,80,0,9595,,,300
1781028968,25431660,2,P2,1,1,1,20,301,220,220,80,0,17443,,,300
1781029250,25713950,1,P1,0,1,1,20,315,267,267,82,0,9596,,,300
1781029268,25731932,2,P2,1,1,1,20,301,220,220,82,0,17444,,,300
1781029550,26014229,1,P1,0,1,1,20,316,267,267,84,0,9597,,,300
1781029568,26032206,2,P2,1,1,1,20,301,220,220,82,0,17445,,,300
1781029719,26182658,1,P1,0,1,1,20,316,266,266,81,0,9600,,,300
1781029719,26182676,2,P2,1,1,1,20,301,220,220,83,0,17450,,,300
1781030019,26483216,2,P2,1,1,1,20,301,220,220,83,0,17451,,,300
1781030320,26783553,2,P2,1,1,1,20,302,220,220,80,0,17452,,,300
1781030398,26862199,1,P1,0,1,1,20,317,266,266,83,0,9602,,,300
1781030620,27083826,2,P2,1,1,1,20,302,220,220,83,0,17453,,,300
1781030920,27384100,2,P2,1,1,1,20,302,220,220,83,0,17454,,,300
1781031221,27684375,2,P2,1,1,1,20,303,220,220,82,0,17455,,,300
1781031521,27984650,2,P2,1,1,1,20,303,220,220,82,0,17456,,,300
1781031600,28063982,1,P1,0,1,1,20,319,266,266,84,0,9606,,,300
1781031821,28284973,2,P2,1,1,1,20,303,220,220,81,0,17457,,,300
1781032121,28585249,2,P2,1,1,1,20,303,220,220,82,0,17458,,,300
1781032201,28664765,1,P1,0,1,1,20,320,266,266,83,0,9608,,,300
1781032422,28885524,2,P2,1,1,1,20,304,220,220,82,0,17459,,,300
1781032501,28965047,1,P1,0,1,1,20,320,266,266,82,0,9609,,,300
1781032722,29185798,2,P2,1,1,1,20,305,220,220,81,0,17460,,,300
1781032802,29265320,1,P1,0,1,1,20,320,266,266,81,0,9610,,,300
1781033022,29486073,2,P2,1,1,1,20,305,220,220,83,0,17461,,,300
1781033323,29786420,2,P2,1,1,1,20,305,220,220,84,0,17462,,,300
1781033402,29866157,1,P1,0,1,1,20,321,266,266,82,0,9612,,,300
1781033623,30086751,2,P2,1,1,1,20,305,220,220,82,0,17463,,,300
1781033626,30089306,3,p3,1,1,1,20,312,238,238,81,0,17263,,,300
1781033703,30166526,1,P1,0,1,1,20,322,266,266,82,0,9613,,,300
1781033923,30387027,2,P2,1,1,1,20,306,220,220,83,0,17464,,,300
1781033926,30389579,3,p3,1,1,1,20,312,238,238,80,0,17264,,,300
1781034003,30466803,1,P1,0,1,1,20,322,266,266,83,0,9614,,,300
1781034224,30687302,2,P2,1,1,1,20,306,220,220,81,0,17465,,,300
1781034226,30689880,3,p3,1,1,1,20,312,238,238,84,0,17265,,,300
1781034303,30767077,1,P1,0,1,1,20,322,265,265,81,0,9615,,,300
1781034524,30987574,2,P2,1,1,1,20,306,220,220,84,0,17466,,,300
1781034526,30990242,3,p3,1,1,1,20,312,238,238,81,0,17266,,,300
1781034604,31067433,1,P1,0,1,1,20,322,265,265,83,0,9616,,,300
1781034827,31290529,3,p3,1,1,1,20,312,238,238,86,0,17267,,,300
1781034904,31367767,1,P1,0,1,1,20,322,265,265,80,0,9617,,,300
1781035125,31588353,2,P2,1,1,1,20,306,220,220,81,0,17468,,,300
1781035127,31590802,3,p3,1,1,1,20,312,238,238,81,0,17268,,,300
1781035204,31668048,1,P1,0,1,1,20,322,265,265,81,0,9618,,,300
1781035367,91267,2,P2,1,1,1,20,306,220,220,80,0,17469,,,300
1781035370,93716,3,p3,1,1,1,20,313,238,238,84,0,17269,,,300
1781035447,170966,1,P1,0,1,1,20,322,265,265,81,0,9619,,,300
1781035668,391539,2,P2,1,1,1,20,306,220,220,83,0,17470,,,300
1781035670,393990,3,p3,1,1,1,20,313,238,238,82,0,17270,,,300
1781035747,471240,1,P1,0,1,1,20,322,265,265,84,0,9620,,,300
1781035968,691815,2,P2,1,1,1,20,306,220,220,82,0,17471,,,300
1781035971,694317,3,p3,1,1,1,20,313,238,238,83,0,17271,,,300
1781036048,771515,1,P1,0,1,1,20,322,265,265,81,0,9621,,,300
1781036267,90863,2,P2,1,1,1,20,306,220,220,83,0,17472,,,300
1781036347,170563,1,P1,0,1,1,20,322,265,265,82,0,9622,,,300
1781036567,391140,2,P2,1,1,1,20,306,220,220,83,0,17473,,,300
1781036570,393946,3,p3,1,1,1,20,313,238,238,82,0,17273,,,300
1781036647,470839,1,P1,0,1,1,20,321,265,265,81,0,9623,,,300
1781036868,691410,2,P2,1,1,1,20,306,220,220,82,0,17474,,,300
1781036871,694321,3,p3,1,1,1,20,313,238,238,85,0,17274,,,300
1781036947,771116,1,P1,0,1,1,20,320,265,265,83,0,9624,,,300
1781037168,991796,2,P2,1,1,1,20,306,220,220,83,0,17475,,,300
1781037248,1071388,1,P1,0,1,1,20,320,265,265,84,0,9625,,,300
1781037468,1292189,2,P2,1,1,1,20,306,220,220,82,0,17476,,,300
1781037548,1371663,1,P1,0,1,1,20,320,265,265,81,0,9626,,,300
1781037769,1592465,2,P2,1,1,1,20,306,220,220,81,0,17477,,,300
1781037772,1595602,3,p3,1,1,1,20,313,237,237,81,0,17277,,,300
1781037848,1671937,1,P1,0,1,1,20,319,264,264,83,0,9627,,,300
1781038069,1892738,2,P2,1,1,1,20,306,220,220,81,0,17478,,,300
1781038072,1895875,3,p3,1,1,1,20,313,237,237,82,0,17278,,,300
1781038148,1972210,1,P1,0,1,1,20,319,264,264,80,0,9628,,,300
1781038369,2193012,2,P2,1,1,1,20,306,220,220,82,0,17479,,,300
1781038449,2272577,1,P1,0,1,1,20,318,264,264,81,0,9629,,,300
1781038670,2493284,2,P2,1,1,1,20,306,220,220,80,0,17480,,,300
1781038673,2496774,3,p3,1,1,1,20,312,237,237,84,0,17280,,,300
1781038749,2572850,1,P1,0,1,1,20,318,264,264,83,0,9630,,,300
1781038970,2793616,2,P2,1,1,1,20,306,220,220,83,0,17481,,,300
1781038973,2797180,3,p3,1,1,1,20,312,237,237,84,0,17281,,,300
1781039049,2873125,1,P1,0,1,1,20,317,264,264,82,0,9631,,,300
1781039270,3093891,2,P2,1,1,1,20,306,220,220,82,0,17482,,,300
1781039350,3173559,1,P1,0,1,1,20,317,264,264,83,0,9632,,,300
1781039570,3394165,2,P2,1,1,1,20,305,220,220,81,0,17483,,,300
1781039574,3397958,3,p3,1,1,1,20,312,237,237,81,0,17283,,,300
1781039650,3473833,1,P1,0,1,1,20,316,264,264,82,0,9633,,,300
1781039871,3694441,2,P2,1,1,1,20,305,220,220,81,0,17484,,,300
1781039874,3698245,3,p3,1,1,1,20,312,237,237,84,0,17284,,,300
1781039950,3774106,1,P1,0,1,1,20,316,264,264,83,0,9634,,,300
1781040171,3994772,2,P2,1,1,1,20,305,220,220,81,0,17485,,,300
1781040175,3998521,3,p3,1,1,1,20,312,237,237,85,0,17285,,,300
1781040251,4074541,1,P1,0,1,1,20,316,264,264,79,0,9635,,,300
1781040471,4295046,2,P2,1,1,1,20,305,220,220,83,0,17486,,,300
1781040475,4298799,3,p3,1,1,1,20,312,236,236,83,0,17286,,,300
1781040551,4374817,1,P1,0,1,1,20,315,264,264,83,0,9636,,,300
1781040772,4595400,2,P2,1,1,1,20,305,220,220,79,0,17487,,,300
1781040775,4599129,3,p3,1,1,1,20,311,236,236,85,0,17287,,,300
1781040851,4675089,1,P1,0,1,1,20,315,264,264,82,0,9637,,,300
1781041072,4895854,2,P2,1,1,1,20,305,220,220,82,0,17488,,,300
1781041076,4899403,3,p3,1,1,1,20,311,236,236,81,0,17288,,,300
1781041152,4975484,1,P1,0,1,1,20,314,264,264,84,0,9638,,,300
1781041372,5196129,2,P2,1,1,1,20,304,220,220,81,0,17489,,,300
1781041376,5199675,3,p3,1,1,1,20,311,236,236,81,0,17289,,,300
1781041452,5275760,1,P1,0,1,1,20,314,264,264,82,0,9639,,,300
1781041673,5496401,2,P2,1,1,1,20,304,220,220,81,0,17490,,,300
1781041676,5499950,3,p3,1,1,1,20,310,236,236,82,0,17290,,,300
1781041752,5576032,1,P1,0,1,1,20,314,264,264,81,0,9640,,,300
1781041973,5796745,2,P2,1,1,1,20,303,220,220,83,0,17491,,,300
1781041976,5800223,3,p3,1,1,1,20,310,236,236,81,0,17291,,,300
1781042053,5876305,1,P1,0,1,1,20,313,264,264,81,0,9641,,,300
1781042273,6097019,2,P2,1,1,1,20,303,220,220,81,0,17492,,,300
1781042277,6100497,3,p3,1,1,1,20,310,236,236,83,0,17292,,,300
1781042353,6176584,1,P1,0,1,1,20,312,264,264,83,0,9642,,,300
1781042574,6397293,2,P2,1,1,1,20,303,220,220,82,0,17493,,,300
1781042577,6400773,3,p3,1,1,1,20,310,236,236,82,0,17293,,,300
1781042653,6476865,1,P1,0,1,1,20,312,264,264,82,0,9643,,,300
1781042874,6697566,2,P2,1,1,1,20,303,220,220,83,0,17494,,,300
1781042877,6701046,3,p3,1,1,1,20,310,236,236,82,0,17294,,,300
1781042953,6777139,1,P1,0,1,1,20,312,264,264,83,0,9644,,,300
1781043174,6997841,2,P2,1,1,1,20,303,220,220,82,0,17495,,,300
1781043178,7001320,3,p3,1,1,1,20,309,236,236,82,0,17295,,,300
1781043474,7298115,2,P2,1,1,1,20,302,220,220,82,0,17496,,,300
1781043478,7301593,3,p3,1,1,1,20,309,236,236,82,0,17296,,,300
1781043775,7598393,2,P2,1,1,1,20,302,220,220,83,0,17497,,,300
1781043778,7601866,3,p3,1,1,1,20,309,236,236,82,0,17297,,,300
1781044075,7898670,2,P2,1,1,1,20,302,220,220,80,0,17498,,,300
1781044078,7902189,3,p3,1,1,1,20,308,236,236,81,0,17298,,,300
1781044375,8198957,2,P2,1,1,1,20,302,220,220,81,0,17499,,,300
1781044379,8202474,3,p3,1,1,1,20,308,236,236,81,0,17299,,,300
1781044675,8499231,2,P2,1,1,1,20,302,220,220,80,0,17500,,,300
1781044679,8502747,3,p3,1,1,1,20,308,236,236,83,0,17300,,,300
1781044976,8799503,2,P2,1,1,1,20,301,221,221,83,0,17501,,,300
1781044979,8803031,3,p3,1,1,1,20,308,236,236,83,0,17301,,,300
1781045276,9099782,2,P2,1,1,1,20,301,221,221,84,0,17502,,,300
1781045280,9103455,3,p3,1,1,1,20,307,251,251,82,0,17302,,,300
1781045576,9400062,2,P2,1,1,1,20,301,226,226,83,0,17503,,,300
1781045580,9403728,3,p3,1,1,1,20,307,272,272,83,0,17303,,,300
1781045877,9700334,2,P2,1,1,1,20,301,235,235,81,0,17504,,,300
1781045880,9704051,3,p3,1,1,1,20,306,276,276,82,0,17304,,,300
1781046177,10000607,2,P2,1,1,1,20,300,243,243,82,0,17505,,,300
1781046181,10004448,3,p3,1,1,1,20,306,277,277,83,0,17305,,,300
1781046259,10082629,1,P1,0,1,1,20,307,280,280,80,0,9655,,,300
1781046477,10300881,2,P2,1,1,1,20,300,245,245,80,0,17506,,,300
1781046481,10304772,3,p3,1,1,1,20,305,277,277,82,0,17306,,,300
1781046559,10382961,1,P1,0,1,1,20,305,279,279,84,0,9656,,,300
1781046777,10601154,2,P2,1,1,1,20,300,246,246,82,0,17507,,,300
1781046781,10605045,3,p3,1,1,1,20,305,277,277,83,0,17307,,,300
1781046859,10683248,1,P1,0,1,1,20,305,279,279,84,0,9657,,,300
1781047078,10901431,2,P2,1,1,1,20,299,247,247,80,0,17508,,,300
1781047082,10905470,3,p3,1,1,1,20,304,276,276,81,0,17308,,,300
1781047378,11201702,2,P2,1,1,1,20,299,247,247,82,0,17509,,,300
1781047382,11205742,3,p3,1,1,1,20,304,275,275,81,0,17309,,,300
1781047678,11501976,2,P2,1,1,1,20,299,248,248,81,0,17510,,,300
1781047682,11506015,3,p3,1,1,1,20,304,276,276,82,0,17310,,,300
1781047761,11584531,1,P1,0,1,1,20,303,281,281,83,0,9660,,,300
1781047978,11802250,2,P2,1,1,1,20,299,250,250,81,0,17511,,,300
1781047983,11806290,3,p3,1,1,1,20,303,276,276,82,0,17311,,,300
1781048279,12102526,2,P2,1,1,1,20,298,252,252,82,0,17512,,,300
1781048283,12106564,3,p3,1,1,1,20,303,277,277,81,0,17312,,,300
1781048362,12185320,1,P1,0,1,1,20,302,281,281,84,0,9662,,,300
1781048579,12402946,2,P2,1,1,1,20,298,254,254,82,0,17513,,,300
1781048583,12406837,3,p3,1,1,1,20,302,276,276,85,0,17313,,,300
1781048662,12485599,1,P1,0,1,1,20,302,286,286,83,0,9663,,,300
1781048879,12703222,2,P2,1,1,1,20,298,255,255,82,0,17514,,,300
1781048883,12707109,3,p3,1,1,1,20,301,277,277,82,0,17314,,,300
1781049180,13003504,2,P2,1,1,1,20,297,258,258,84,0,17515,,,300
1781049184,13007381,3,p3,1,1,1,20,301,278,278,80,0,17315,,,300
1781049480,13303782,2,P2,1,1,1,20,297,263,263,82,0,17516,,,300
1781049484,13307656,3,p3,1,1,1,20,301,280,280,82,0,17316,,,300
1781049780,13604155,2,P2,1,1,1,20,296,265,265,84,0,17517,,,300
1781049784,13607930,3,p3,1,1,1,20,300,291,291,85,0,17317,,,300
1781050081,13904428,2,P2,1,1,1,20,296,266,266,83,0,17518,,,300
1781050084,13908203,3,p3,1,1,1,20,299,295,295,82,0,17318,,,300
1781050164,13987881,1,P1,0,1,1,20,299,308,308,83,0,9668,,,300
1781050381,14204868,2,P2,1,1,1,20,296,267,267,83,0,17519,,,300
1781050385,14208606,3,p3,1,1,1,20,299,291,291,83,0,17319,,,300
1781050464,14288154,1,P1,0,1,1,20,299,308,308,83,0,9669,,,300
1781050681,14505142,2,P2,1,1,1,20,295,267,267,83,0,17520,,,300
1781050685,14508882,3,p3,1,1,1,20,298,282,282,83,0,17320,,,300
1781050765,14588430,1,P1,0,1,1,20,298,310,310,81,0,9670,,,300
1781050982,14805416,2,P2,1,1,1,20,295,267,267,82,0,17521,,,300
1781050985,14809154,3,p3,1,1,1,20,298,280,280,83,0,17321,,,300
1781051065,14888704,1,P1,0,1,1,20,298,314,314,83,0,9671,,,300
1781051282,15105691,2,P2,1,1,1,20,294,267,267,82,0,17522,,,300
1781051286,15109435,3,p3,1,1,1,20,298,278,278,82,0,17322,,,300
1781051365,15189077,1,P1,0,1,1,20,297,314,314,83,0,9672,,,300
1781051582,15405964,2,P2,1,1,1,20,294,267,267,82,0,17523,,,300
1781051586,15409710,3,p3,1,1,1,20,297,277,277,83,0,17323,,,300
1781051666,15489351,1,P1,0,1,1,20,297,315,315,82,0,9673,,,300
1781051882,15706238,2,P2,1,1,1,20,294,267,267,81,0,17524,,,300
1781051886,15710058,3,p3,1,1,1,20,297,275,275,82,0,17324,,,300
1781051966,15789746,1,P1,0,1,1,20,297,318,318,81,0,9674,,,300
1781052183,16006512,2,P2,1,1,1,20,294,267,267,83,0,17525,,,300
1781052187,16010329,3,p3,1,1,1,20,297,274,274,83,0,17325,,,300
1781052266,16090022,1,P1,0,1,1,20,297,318,318,83,0,9675,,,300
1781052483,16306785,2,P2,1,1,1,20,293,266,266,80,0,17526,,,300
1781052487,16310603,3,p3,1,1,1,20,297,273,273,83,0,17326,,,300
1781052567,16390293,1,P1,0,1,1,20,296,320,320,83,0,9676,,,300
1781052783,16607196,2,P2,1,1,1,20,293,266,266,83,0,17527,,,300
1781052787,16611014,3,p3,1,1,1,20,297,272,272,84,0,17327,,,300
1781052867,16690567,1,P1,0,1,1,20,296,320,320,81,0,9677,,,300
1781053084,16907584,2,P2,1,1,1,20,293,266,266,82,0,17528,,,300
1781053088,16911350,3,p3,1,1,1,20,296,271,271,83,0,17328,,,300
1781053167,16990955,1,P1,0,1,1,20,296,320,320,79,0,9678,,,300
1781053384,17207856,2,P2,1,1,1,20,293,265,265,81,0,17529,,,300
1781053388,17211623,3,p3,1,1,1,20,296,270,270,82,0,17329,,,300
1781053467,17291226,1,P1,0,1,1,20,296,320,320,83,0,9679,,,300
1781053684,17508128,2,P2,1,1,1,20,293,265,265,81,0,17530,,,300
1781053688,17511895,3,p3,1,1,1,20,296,269,269,81,0,17330,,,300
1781053768,17591500,1,P1,0,1,1,20,295,318,318,82,0,9680,,,300
1781053985,17808405,2,P2,1,1,1,20,293,264,264,81,0,17531,,,300
1781053988,17812246,3,p3,1,1,1,20,296,268,268,83,0,17331,,,300
1781054068,17891775,1,P1,0,1,1,20,295,318,318,80,0,9681,,,300
1781054285,18108674,2,P2,1,1,1,20,292,264,264,78,0,17532,,,300
1781054289,18112614,3,p3,1,1,1,20,296,267,267,81,0,17332,,,300
1781054368,18192050,1,P1,0,1,1,20,295,318,318,83,0,9682,,,300
1781054585,18408951,2,P2,1,1,1,20,292,263,263,82,0,17533,,,300
1781054589,18412960,3,p3,1,1,1,20,295,266,266,83,0,17333,,,300
1781054669,18492324,1,P1,0,1,1,20,295,318,318,81,0,9683,,,300
1781054885,18709225,2,P2,1,1,1,20,292,262,262,80,0,17534,,,300
1781054889,18713231,3,p3,1,1,1,20,295,265,265,84,0,17334,,,300
1781054969,18792596,1,P1,0,1,1,20,295,317,317,81,0,9684,,,300
1781055186,19009596,2,P2,1,1,1,20,292,262,262,80,0,17535,,,300
1781055190,19013510,3,p3,1,1,1,20,295,264,264,81,0,17335,,,300
1781055269,19092935,1,P1,0,1,1,20,294,315,315,80,0,9685,,,300
1781055486,19309869,2,P2,1,1,1,20,292,261,261,80,0,17536,,,300
1781055490,19313790,3,p3,1,1,1,20,295,263,263,81,0,17336,,,300
1781055570,19393378,1,P1,0,1,1,20,294,314,314,81,0,9686,,,300
1781055786,19610141,2,P2,1,1,1,20,291,261,261,82,0,17537,,,300
1781055790,19614065,3,p3,1,1,1,20,295,262,262,82,0,17337,,,300
1781055870,19693647,1,P1,0,1,1,20,294,315,315,82,0,9687,,,300
1781056087,19910527,2,P2,1,1,1,20,291,261,261,80,0,17538,,,300
1781056091,19914334,3,p3,1,1,1,20,295,261,261,85,0,17338,,,300
1781056170,19993922,1,P1,0,1,1,20,293,311,311,81,0,9688,,,300
1781056387,20210801,2,P2,1,1,1,20,291,260,260,82,0,17539,,,300
1781056391,20214608,3,p3,1,1,1,20,294,260,260,82,0,17339,,,300
1781056470,20294204,1,P1,0,1,1,20,293,310,310,81,0,9689,,,300
1781056687,20511074,2,P2,1,1,1,20,291,260,260,82,0,17540,,,300
1781056691,20514888,3,p3,1,1,1,20,294,260,260,83,0,17340,,,300
1781056771,20594481,1,P1,0,1,1,20,293,310,310,81,0,9690,,,300
1781056988,20811347,2,P2,1,1,1,20,291,260,260,84,0,17541,,,300
1781056992,20815356,3,p3,1,1,1,20,294,260,260,84,0,17341,,,300
1781057071,20894761,1,P1,0,1,1,20,293,310,310,84,0,9691,,,300
1781057288,21111620,2,P2,1,1,1,20,291,260,260,81,0,17542,,,300
1781057292,21115629,3,p3,1,1,1,20,294,260,260,82,0,17342,,,300
1781057371,21195039,1,P1,0,1,1,20,292,311,311,84,0,9692,,,300
1781057588,21411894,2,P2,1,1,1,20,290,263,263,81,0,17543,,,300
1781057592,21415904,3,p3,1,1,1,20,293,263,263,82,0,17343,,,300
1781057672,21495433,1,P1,0,1,1,20,292,315,315,82,0,9693,,,300
1781057889,21712287,2,P2,1,1,1,20,290,265,265,81,0,17544,,,300
1781057892,21716176,3,p3,1,1,1,20,293,265,265,81,0,17344,,,300
1781057972,21795709,1,P1,0,1,1,20,292,318,318,83,0,9694,,,300
1781058189,22012562,2,P2,1,1,1,20,290,267,267,82,0,17545,,,300
1781058489,22312834,2,P2,1,1,1,20,289,275,275,83,0,17546,,,300
1781058493,22316954,3,p3,1,1,1,20,292,272,272,82,0,17346,,,300
1781058789,22613199,2,P2,1,1,1,20,288,281,281,82,0,17547,,,300
1781058793,22617231,3,p3,1,1,1,20,292,276,276,81,0,17347,,,300
1781059090,22913471,2,P2,1,1,1,20,288,298,298,80,0,17548,,,300
1781059094,22917591,3,p3,1,1,1,20,292,279,279,82,0,17348,,,300
1781059390,23213756,2,P2,1,1,1,20,288,304,304,81,0,17549,,,300
1781059394,23217875,3,p3,1,1,1,20,291,281,281,81,0,17349,,,300
1781059474,23298008,1,P1,0,1,1,20,289,337,337,81,0,9699,,,300
1781059690,23514171,2,P2,1,1,1,20,287,305,305,81,0,17550,,,300
1781059694,23518151,3,p3,1,1,1,20,291,280,280,82,0,17350,,,300
1781059775,23598282,1,P1,0,1,1,20,289,337,337,84,0,9700,,,300
1781059991,23814442,2,P2,1,1,1,20,287,304,304,81,0,17551,,,300
1781059995,23818513,3,p3,1,1,1,20,291,279,279,82,0,17351,,,300
1781060075,23898557,1,P1,0,1,1,20,289,338,338,81,0,9701,,,300
1781060291,24114787,2,P2,1,1,1,20,287,297,297,82,0,17552,,,300
1781060295,24118785,3,p3,1,1,1,20,291,277,277,81,0,17352,,,300
1781060375,24198830,1,P1,0,1,1,20,289,338,338,82,0,9702,,,300
1781060591,24415061,2,P2,1,1,1,20,287,295,295,81,0,17553,,,300
1781060595,24419059,3,p3,1,1,1,20,290,276,276,80,0,17353,,,300
1781060675,24499103,1,P1,0,1,1,20,289,338,338,83,0,9703,,,300
